Adj Close,action,Stop_loss
26.015226364135742,buy,23.41370372772217
25.299211502075195,sell,22.769290351867678
26.387554168701172,buy,23.748798751831057
24.539602279663086,sell,22.085642051696777
23.858734130859375,buy,21.47286071777344
22.909751892089844,sell,20.61877670288086
23.979496002197266,buy,21.58154640197754
26.892976760864258,sell,24.203679084777832
27.665475845336914,buy,24.898928260803224
28.375097274780273,sell,25.53758754730225
30.105758666992188,buy,27.09518280029297
28.29283332824707,sell,25.463549995422365
24.410263061523438,buy,21.969236755371096
