Adj Close,action,Stop_loss
11.329999923706055,buy,10.19699993133545
10.420000076293945,sell,9.378000068664551
10.050000190734863,buy,9.045000171661377
9.210000038146973,sell,8.289000034332275
9.90999984741211,buy,8.9189998626709
9.470000267028809,sell,8.523000240325928
9.680000305175781,buy,8.712000274658203
10.140000343322754,sell,9.126000308990479
8.729999542236328,buy,7.8569995880126955
8.619999885559082,sell,7.757999897003174
9.470000267028809,buy,8.523000240325928
8.579999923706055,sell,7.721999931335449
9.550000190734863,buy,8.595000171661377
