Adj Close,action,Stop_loss
14.089276313781738,buy,12.680348682403565
13.540946960449219,sell,12.186852264404298
14.423851013183594,buy,12.981465911865234
14.042806625366211,sell,12.63852596282959
13.318719863891602,buy,11.986847877502441
12.776161193847656,sell,11.498545074462891
13.304497718811035,buy,11.974047946929932
12.776161193847656,sell,11.498545074462891
12.545613288879395,buy,11.291051959991455
11.436999320983887,sell,10.2932993888855
11.874266624450684,buy,10.686839962005616
11.3067626953125,sell,10.17608642578125
11.82425594329834,buy,10.641830348968506
10.955257415771484,sell,9.859731674194336
12.556560516357422,buy,11.30090446472168
12.63638687133789,sell,11.372748184204102
13.322389602661133,buy,11.99015064239502
