Adj Close,action,Stop_loss
17.0284423828125,buy,15.32559814453125
16.50825309753418,sell,14.857427787780763
17.437772750854492,buy,15.693995475769043
16.775955200195312,sell,15.098359680175781
17.08083724975586,buy,15.372753524780274
16.52312469482422,sell,14.870812225341798
17.013912200927734,buy,15.312520980834961
17.891376495361328,sell,16.102238845825195
18.985456466674805,buy,17.086910820007326
20.199913024902344,sell,18.17992172241211
21.791000366210938,buy,19.611900329589844
20.63745880126953,sell,18.57371292114258
22.103418350219727,buy,19.893076515197755
21.052814483642578,sell,18.947533035278322
24.123186111450195,buy,21.710867500305177
