Adj Close,action,Stop_loss
11.949999809265137,buy,10.754999828338624
12.40250015258789,sell,11.162250137329101
12.807499885559082,buy,11.526749897003175
12.452500343322754,sell,11.20725030899048
12.710000038146973,buy,11.439000034332276
12.375,sell,11.137500000000001
12.46500015258789,buy,11.218500137329102
12.3149995803833,sell,11.083499622344972
12.90250015258789,buy,11.612250137329102
12.024999618530273,sell,10.822499656677246
12.6875,buy,11.418750000000001
15.654999732971191,sell,14.089499759674073
16.940000534057617,buy,15.246000480651857
15.680000305175781,sell,14.112000274658204
16.700000762939453,buy,15.030000686645508
16.209999084472656,sell,14.588999176025391
16.670000076293945,buy,15.003000068664551
15.670000076293945,sell,14.103000068664551
16.75,buy,15.075000000000001
16.56999969482422,sell,14.912999725341797
16.709999084472656,buy,15.03899917602539
15.5600004196167,sell,14.00400037765503
13.880000114440918,buy,12.492000102996826
13.430000305175781,sell,12.087000274658203
14.489999771118164,buy,13.040999794006348
