Adj Close,action,Stop_loss
35.34760665893555,buy,31.812845993041993
30.450653076171875,sell,27.40558776855469
33.296844482421875,buy,29.967160034179688
31.381139755249023,sell,28.24302577972412
31.68217658996582,buy,28.51395893096924
29.602266311645508,sell,26.64203968048096
30.6787109375,buy,27.61083984375
30.377670288085938,sell,27.339903259277346
30.966829299926758,buy,27.870146369934083
39.784637451171875,sell,35.806173706054686
39.86316680908203,buy,35.87685012817383
37.281532287597656,sell,33.55337905883789
34.7784309387207,buy,31.300587844848632
32.54035949707031,sell,29.28632354736328
34.84714126586914,buy,31.36242713928223
33.12932586669922,sell,29.8163932800293
34.41523361206055,buy,30.97371025085449
