Adj Close,action,Stop_loss
38.793575286865234,buy,34.914217758178715
38.09706115722656,sell,34.28735504150391
38.793575286865234,buy,34.914217758178715
38.865699768066406,sell,34.979129791259766
40.67028045654297,buy,36.60325241088867
38.362937927246094,sell,34.52664413452148
39.41336441040039,buy,35.472027969360354
38.51478576660156,sell,34.663307189941406
38.286922454833984,buy,34.45823020935059
37.218231201171875,sell,33.49640808105469
38.084991455078125,buy,34.276492309570315
36.80243682861328,sell,33.12219314575196
37.70315933227539,buy,33.932843399047854
37.79127502441406,sell,34.01214752197266
38.648162841796875,buy,34.783346557617186
