Adj Close,action,Stop_loss
23.718345642089844,buy,21.34651107788086
23.95160484313965,sell,21.556444358825683
24.49673080444336,buy,22.047057723999025
34.9933967590332,sell,31.494057083129885
36.560001373291016,buy,32.904001235961914
