Adj Close,action,Stop_loss
22.641061782836914,buy,20.376955604553224
20.605371475219727,sell,18.544834327697753
21.33172035217285,buy,19.198548316955566
20.806074142456055,sell,18.72546672821045
21.694894790649414,buy,19.525405311584475
19.888578414916992,sell,17.899720573425295
22.583715438842773,buy,20.325343894958497
21.369308471679688,sell,19.23237762451172
22.353036880493164,buy,20.117733192443847
22.547834396362305,sell,20.293050956726074
20.161563873291016,buy,18.145407485961915
19.138874053955078,sell,17.22498664855957
19.869365692138672,buy,17.882429122924805
19.372631072998047,sell,17.435367965698244
21.299999237060547,buy,19.16999931335449
